intentId;contestId;candidateId;amount;status;createdAt;transactionId;userId
0vut1HmZSsHAZNdkuI2f;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;counted;2025-12-22T15:12:18.540Z;8648543839352990;guest
0yaXAiPDy3lVyQZjZ7tq;votes-artistes;RIAr7Uw1uo74gAhWWM9c;500;counted;2025-12-19T13:26:46.823Z;3475335538536570;guest
10qgjNLX2edNjJDxwwSP;votes-artistes;6jJ1pd8NA2meRhVWW12M;100;counted;2025-12-15T08:31:58.993Z;793230871615607;guest
14GBG37w96yTpLNgTsCj;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T10:02:13.717Z;;guest
14W4GGdy5sneKTgIFB6n;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T09:43:19.975Z;;guest
16A1n20ZSydt3zrtJpQJ;votes-artistes;TXBLgEfug2LJqx5MXWe4;200;pending;2025-12-22T14:50:43.732Z;;guest
1AYUf2MgpQMg2tKObEXo;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-19T15:26:51.042Z;9024991692179020;guest
1FWFLOI6t843ZCu14q0i;votes-artistes;oucOMPgDKDQR8GKDvFHJ;1000;counted;2025-12-19T14:26:40.528Z;6579101309624030;guest
1H07CaN4X1cGS8EB6DVI;votes-artistes;GEVWzgnMyTnavWjEa6pg;200;pending;2025-12-15T08:06:39.792Z;;guest
1JXalAkiLVsFvk1D1DRb;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T20:52:03.667Z;;guest
1JyW0P9Kih5Vv9An9mRi;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;counted;2025-12-14T23:01:47.558Z;1751616455869270;guest
1P6VPqLhPQxZ4xNdNVxT;votes-artistes;zNIM4k3VP04xbhamFPva;100;counted;2025-12-15T09:14:40.000Z;6514590583276000;guest
1PFHKMqRlKrBdmyfhNWk;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-18T09:44:41.708Z;;guest
1ROaUBNlt5HctkT0vwzR;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;pending;2025-12-15T22:14:37.724Z;;guest
1VeTstL6zB47xRzgNiDX;votes-artistes;RIAr7Uw1uo74gAhWWM9c;500;pending;2025-12-26T07:53:02.802Z;;guest
1ZxJ60D0YpbVFL0nftK4;votes-artistes;lrK8tSxZpQPYFTmIF7On;1000;pending;2025-12-20T03:49:27.479Z;;guest
1iq9UV6q6cBSAUuRaV2S;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;counted;2025-12-19T22:25:35.195Z;6683165673392990;guest
1ja00CJTYggf0aEbQbOB;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-15T12:56:44.424Z;4958899628998510;guest
1k5SLEUtrahA1scq0jNS;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;counted;2025-12-15T22:43:42.279Z;770798112574577;guest
1lpCzAHxXZkfRdwYks1G;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T14:41:56.044Z;;guest
1mkXMIzx512Zm2DVmH4G;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-18T18:53:22.379Z;4721565857383600;guest
1oGWcWemBIPvon0xtIZT;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T18:47:43.480Z;;guest
1uGBSkmxJtmwsADD2Qef;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;100;pending;2025-12-16T13:08:20.972Z;;guest
1uT3CZjFYhTwYOmoLtVi;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;pending;2025-12-19T22:07:31.764Z;;guest
1w1fa3Cv09KmU16ijP2F;votes-artistes;lrK8tSxZpQPYFTmIF7On;500;counted;2025-12-28T21:59:58.976Z;5769528788735420;guest
1wbk9goCnedoiJmiKj02;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T16:31:56.056Z;;guest
1xJCeaoX9jjJICTKY8tM;votes-artistes;RIAr7Uw1uo74gAhWWM9c;1500;counted;2025-12-16T11:49:18.020Z;882597241320725;guest
1xhNEuNaVzJHeCfeqltq;votes-artistes;GEVWzgnMyTnavWjEa6pg;300;pending;2025-12-15T11:44:28.071Z;;guest
29j7CzVPobEOYzjJMe1v;votes-artistes;TXBLgEfug2LJqx5MXWe4;200;pending;2025-12-15T21:05:40.113Z;;guest
2EIaox3YARyQZ9PpsNJi;votes-artistes;oucOMPgDKDQR8GKDvFHJ;10000;pending;2025-12-19T16:57:24.256Z;;guest
2HdSwYjgIhofTieeJNgh;votes-artistes;GEVWzgnMyTnavWjEa6pg;25000;pending;2025-12-19T22:59:06.036Z;;guest
2IBJki1LJ3bdupFCgfss;votes-artistes;GEVWzgnMyTnavWjEa6pg;2000;counted;2025-12-18T12:41:15.873Z;6811130410394030;guest
2PAzYOXkq1cynMNm3SOP;votes-artistes;TXBLgEfug2LJqx5MXWe4;4600;counted;2025-12-16T20:22:13.904Z;3764260165873630;guest
2PIDfy0zEO5x1FwqHAZk;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-19T21:22:20.564Z;;guest
2PpVdhPq4BAuO8S5eQu9;votes-artistes;lrK8tSxZpQPYFTmIF7On;500;counted;2025-12-20T16:41:53.329Z;5155192332640490;guest
2TQxivYyzVYv2cx90jKu;votes-artistes;RIAr7Uw1uo74gAhWWM9c;200;pending;2025-12-16T07:44:23.781Z;;guest
2WwJDGrNi3BlUq4Bsi8S;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-18T10:16:44.917Z;;guest
2XlgciP36IquDvzom735;votes-artistes;oucOMPgDKDQR8GKDvFHJ;1000;counted;2025-12-18T10:19:46.753Z;8846929691060590;guest
2bkCFkpIDYLYMPVSwQXi;votes-artistes;RIAr7Uw1uo74gAhWWM9c;200;pending;2025-12-27T07:19:44.276Z;;guest
2cIui8b54j61Q19Nh5E7;votes-artistes;noLuODpebT7EXpZWBRkH;200;counted;2025-12-28T15:27:40.536Z;2687420483679090;guest
2hQF7BXhduGUbmxWGMtl;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-21T16:32:26.778Z;5741202774421670;guest
2jTViQ88dBxH185XKmzL;votes-artistes;THSoBfgsHaDLamNs758L;100;pending;2025-12-19T11:55:57.870Z;;guest
2tkAGcA5HjDwUUKOjJND;votes-artistes;GEVWzgnMyTnavWjEa6pg;200;counted;2025-12-15T12:12:18.745Z;7988649177524500;guest
2vbqFZR43mcERxrhTzCc;votes-artistes;8ELIXFDTdljYr37syNyv;400;pending;2025-12-15T16:21:28.433Z;;guest
2xU1khoCJkjZNTJhHR1a;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;pending;2025-12-15T09:36:16.068Z;;guest
2xYyNCmm6sYfL2r3YX5g;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;500;counted;2025-12-16T08:35:32.107Z;1459513281482150;guest
2yokDMEgUC7MQD5aGN5P;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;pending;2025-12-15T15:50:01.220Z;;guest
32HVUuxvalec0VZSicqv;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-17T16:10:20.061Z;;guest
39KBIM6KmFxcm2yFeBXo;votes-artistes;GEVWzgnMyTnavWjEa6pg;200;counted;2025-12-18T11:25:32.271Z;5412420576666170;guest
3BWdV5AQW8lu5E9P5BFr;votes-artistes;GEVWzgnMyTnavWjEa6pg;15400;pending;2025-12-19T22:59:26.921Z;;guest
3EgF6Lyuqfhyu0ucmiHQ;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-17T07:23:44.912Z;;guest
3LCCHeREsvF1IWejqc3w;votes-artistes;RIAr7Uw1uo74gAhWWM9c;5000;counted;2025-12-16T18:19:19.879Z;5577378698902490;guest
3NGFd1quICrKurrpxUVu;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-15T09:39:39.534Z;;guest
3OfRqrUtoNcqKRgNxPlh;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-15T18:26:05.349Z;8204325623548310;guest
3OylAyVVkpK7ErJAiUL9;votes-artistes;GEVWzgnMyTnavWjEa6pg;2000;counted;2025-12-17T18:42:43.451Z;2331706794213500;guest
3Trv0uc9NipcHHEuyR1b;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;counted;2025-12-18T16:22:02.720Z;7465160619767840;guest
3UQgqCNy2L4wMwETiaGZ;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T20:35:13.520Z;;guest
3ZNTAcEnukEZnAQMSjDU;votes-artistes;lrK8tSxZpQPYFTmIF7On;500;counted;2025-12-19T17:07:59.524Z;8059069355265630;guest
3fReCDubHLCE0rgMxqOI;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-17T08:32:17.203Z;8555199881835670;guest
3iWdY0ioyd79gb41lWF4;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;counted;2025-12-24T14:51:33.474Z;9599774278144840;guest
3iySP6Ob0pHsbLp0RfNu;votes-artistes;oucOMPgDKDQR8GKDvFHJ;5000;counted;2025-12-15T14:28:21.818Z;312292793616537;guest
3jFqGqHZz4z7dKW2lLni;votes-artistes;R3DRrtGPGfw8jsQxG4r8;100;pending;2025-12-15T15:01:40.740Z;;guest
3kslx2Chr0ErTD1sC8d2;votes-artistes;GEVWzgnMyTnavWjEa6pg;2000;counted;2025-12-15T14:14:16.632Z;7326942163053460;guest
3l5VHwcm4GgeTMR1iBzd;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-18T09:18:30.051Z;120366157927650;guest
3lFnLbFdko9uu7FqTnO0;votes-artistes;TXBLgEfug2LJqx5MXWe4;400;counted;2025-12-16T15:09:27.471Z;1891408245126410;guest
3lQj7A0df2EzRij3AKBG;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;counted;2025-12-19T21:22:43.859Z;5591385850201860;guest
3pLerCAe2Hvm1ntBLcDT;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T06:41:30.170Z;;guest
3sbs3tiY8UOajOw2fyo1;votes-artistes;zNIM4k3VP04xbhamFPva;100;pending;2025-12-20T10:19:16.697Z;;guest
3teUlpwYqibJTjP7uwK7;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-24T17:34:03.951Z;4045593098230760;guest
3veN0wbU7GohHfrJNLHT;votes-artistes;aUt5Vh29CsUcstBHEF8H;100;pending;2025-12-15T07:45:54.728Z;;guest
44tQjbBAG2YyqBOZfPKq;votes-artistes;oucOMPgDKDQR8GKDvFHJ;4900;counted;2025-12-15T19:28:34.916Z;2583869253190430;guest
46WlWzTcJFzgvJaudXjK;votes-artistes;TXBLgEfug2LJqx5MXWe4;400;counted;2025-12-15T15:11:59.417Z;9182054166107630;guest
4HbuOAPHBu9lKjHop8ci;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;pending;2025-12-28T20:22:33.845Z;;guest
4K8WxgjreW6uuBBgmg3x;votes-artistes;RIAr7Uw1uo74gAhWWM9c;1900;counted;2025-12-15T20:57:53.759Z;5637688966448050;guest
4MwztFMJnlI653R0axU3;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-18T11:03:01.373Z;9402831981042240;guest
4OiJvI0nvm8llxRwO1du;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;counted;2025-12-15T09:24:29.904Z;5483045039765720;guest
4PClpJg4Jj5D1abvmPYy;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;pending;2025-12-16T22:37:14.437Z;;guest
4SJtj9jP7L8hH9VSJvlK;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-17T13:15:42.943Z;216765242684995;guest
4T4zZpC2EkXheQhkc9sY;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;counted;2025-12-15T15:05:40.997Z;3657448056992330;guest
4a93aLseHMIuqtkNs9de;votes-artistes;RIAr7Uw1uo74gAhWWM9c;1000;pending;2025-12-15T09:46:34.256Z;;guest
4buz5iK3Q8SlTEeEwwJM;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;pending;2025-12-16T15:08:45.747Z;;guest
4gQFCDrkX8S44WR2fVbD;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T10:48:21.705Z;;guest
4ktPldBJonvAtqpMmyU2;votes-artistes;RIAr7Uw1uo74gAhWWM9c;200;pending;2025-12-15T10:12:37.390Z;;guest
4n28iNqrG4zoWhxyBoCn;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T07:09:41.029Z;;guest
4t0aFyX5F7wFS87n095m;votes-artistes;GEVWzgnMyTnavWjEa6pg;1500;pending;2025-12-16T22:10:24.441Z;;guest
4vWVfC68NAaDAH41tPYD;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-16T20:18:52.384Z;;guest
4vZj5f3oPRZFAlpNd55g;votes-artistes;GEVWzgnMyTnavWjEa6pg;300;counted;2025-12-15T11:49:09.324Z;863366498568129;guest
4z3ngwRoyZsvAB1UkjV0;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T08:30:51.041Z;;guest
555j3d4d4nh6KTCk3aXl;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T09:21:24.969Z;;guest
55ewCWgHE7Vu893fhOgd;votes-artistes;zNIM4k3VP04xbhamFPva;100;pending;2025-12-15T12:32:02.961Z;;guest
567PXiNNpZBHBUUn5yz5;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-16T07:53:35.877Z;6215935040443170;guest
58MpgdCZTyAf6tOYnE8u;votes-artistes;6jJ1pd8NA2meRhVWW12M;900;counted;2025-12-15T07:31:46.462Z;7342700903086770;guest
5EykmdrriRuJjuJ6PjJD;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;counted;2025-12-15T11:10:58.543Z;8615634076595160;guest
5M1VZRFCets7j4E9Blvk;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-18T10:09:29.192Z;;guest
5N4wncs4QUvxQJZyotIL;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-17T19:04:29.696Z;;guest
5NLyWf200LQXxpWzFaN7;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-20T20:55:32.492Z;;guest
5S2sUnNZP5d7F0xKj0Cz;votes-artistes;GEVWzgnMyTnavWjEa6pg;5000;counted;2025-12-19T22:47:51.685Z;1217673121402530;guest
5S5XiuOelW2QpxhQTcK0;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;counted;2025-12-15T09:04:43.782Z;9849633704887980;guest
5TUa38S0cTAND0w7l4jI;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-17T19:09:26.975Z;7257624128820280;guest
5TXqtJda7OpMbOcfa8sR;votes-artistes;oucOMPgDKDQR8GKDvFHJ;300;counted;2025-12-15T13:47:27.181Z;4501073157194640;guest
5TrF72N8urxF1HLm6S3O;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-15T14:50:16.488Z;8711304822057480;guest
5U4VILhW4L5kGMCIFwQi;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;counted;2025-12-16T11:34:01.672Z;8283510353224890;guest
5UaS87CbOk614nTNeZbF;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;counted;2025-12-15T12:52:51.639Z;3090897715488920;guest
5Z4cXgA87yUjeCpeevbn;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;counted;2025-12-15T08:50:22.138Z;2954835755527260;guest
5c12U12MBRZMnT6W42uL;votes-artistes;aUt5Vh29CsUcstBHEF8H;100;counted;2025-12-15T12:17:43.031Z;1460979152105870;guest
5hbdicMAYUQZae2NMDta;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;200;counted;2025-12-16T07:23:15.969Z;585507149911647;guest
5jLKJVCfXvQ8NNRsHm1f;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-16T18:59:44.498Z;2443074613187470;guest
5m5rgsJzvif6LY6eBNqa;votes-artistes;RIAr7Uw1uo74gAhWWM9c;1000;pending;2025-12-15T22:07:11.491Z;;guest
5mjfMydUfdtujCOWD7IH;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-17T19:30:22.100Z;;guest
5pQErxMFJ5UZlYkGjS8H;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T21:09:18.629Z;;guest
5qdKIjn6A9B0HjtC66d2;votes-artistes;oucOMPgDKDQR8GKDvFHJ;200;counted;2025-12-16T15:19:54.217Z;8073455731843160;guest
5vqjPIU0OKOhryKWIkX6;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-19T10:03:56.006Z;;guest
5xF0Ctn32JoFV1tKl8mT;votes-artistes;RIAr7Uw1uo74gAhWWM9c;200;pending;2025-12-16T13:37:23.202Z;;guest
60nvyoeNcf96RWNLXll7;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-20T16:02:05.141Z;2206986716401170;guest
64eUgYAeEkGlj9pqq4vY;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-16T09:15:05.045Z;;guest
64go0qlAWaGQhtLlrX9s;votes-artistes;TXBLgEfug2LJqx5MXWe4;900;pending;2025-12-17T07:16:11.029Z;;guest
68cRFTJk5kXk1PWUd4xn;votes-artistes;GEVWzgnMyTnavWjEa6pg;10000;pending;2025-12-15T16:33:34.014Z;;guest
6BMAlYcTA0bJG5bzZTfg;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T09:08:52.949Z;;guest
6JE0iI3YDdFjA8BGQUPl;votes-artistes;RIAr7Uw1uo74gAhWWM9c;900;counted;2025-12-16T16:35:45.254Z;3548595532060550;guest
6MrzahufBZ2ooNIL9Cib;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-17T15:15:46.791Z;;guest
6P4IzvLtmyoQDDNbMBoX;votes-artistes;lrK8tSxZpQPYFTmIF7On;10000;counted;2025-12-17T00:30:38.125Z;4727331447487800;guest
6PCVkqn8CkqQMfmHcVnY;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-16T11:19:54.166Z;633143095254426;guest
6QgxvhM1BhZMqZapWmxO;votes-artistes;GEVWzgnMyTnavWjEa6pg;5000;counted;2025-12-17T00:05:48.296Z;8443324671573150;guest
6RQC5y7gYWbxoTCrHZfb;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-28T22:49:43.577Z;7921641412098690;guest
6T7DmrK2FQtj7PypDT9e;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T21:19:19.699Z;;guest
6bKNxdFbQ0V2Ib652aUl;votes-artistes;lrK8tSxZpQPYFTmIF7On;500;pending;2025-12-27T05:34:55.245Z;;guest
6dJkQxbWIKMlNDFenv1M;votes-artistes;GEVWzgnMyTnavWjEa6pg;2100;pending;2025-12-19T04:14:34.527Z;;guest
6eDlSj9ws6erS8Wd1kwF;votes-artistes;THSoBfgsHaDLamNs758L;100;counted;2025-12-19T12:09:56.654Z;2848895833125190;guest
6eqVJPj5wKxY77AD3jrR;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;500;counted;2025-12-16T06:25:34.790Z;6272080680541520;guest
6jzbtBTBGhM0IR4rnphJ;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-21T15:41:23.324Z;538603106045387;guest
6mtybx0EDtc7eKXHP5XS;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;counted;2025-12-19T18:16:02.108Z;6545549931239770;guest
6n9skVbJcOhDgIo1LYcp;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T14:18:17.017Z;;guest
6qG0VJrBFXcQRr8PZH5Q;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;pending;2025-12-28T20:19:10.157Z;;guest
6unsbSEFqlr1agpOukbm;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-19T10:09:31.670Z;6197001833860710;guest
6wtoYaxe1jGZf1lr05I0;votes-artistes;TXBLgEfug2LJqx5MXWe4;14500;pending;2025-12-19T22:55:43.366Z;;guest
6zBcaj9txYKzgcInGo6O;votes-artistes;TXBLgEfug2LJqx5MXWe4;10000;pending;2025-12-18T23:07:40.500Z;;guest
6zRuiQXEjbzor4840Xr9;votes-artistes;oucOMPgDKDQR8GKDvFHJ;30000;pending;2025-12-19T22:00:12.982Z;;guest
74sdmtyZuDxXTbQpcTsd;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;pending;2025-12-19T22:09:39.876Z;;guest
7CrDcnV4U2TRiTLosbTu;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T16:26:15.994Z;;guest
7G24ZVOsSdHHbXy5wTCt;votes-artistes;TXBLgEfug2LJqx5MXWe4;400;counted;2025-12-15T18:38:01.360Z;2658361079454510;guest
7Mf1aZVoEV29HuApa8PY;votes-artistes;RIAr7Uw1uo74gAhWWM9c;200;pending;2025-12-16T13:34:39.116Z;;guest
7PRV2yCSsUWsBot311J2;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;pending;2025-12-17T13:41:58.468Z;;guest
7PcbM4EOkUKlkS0cBvmD;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;pending;2025-12-16T15:14:29.482Z;;guest
7Ps4hqm32Bshx35t5uyB;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-17T08:17:33.120Z;;guest
7VZi3oOHZVJaUL2kplGo;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-27T07:36:42.924Z;;guest
7WaJzcT3uX92mV7Ck0uK;votes-artistes;oucOMPgDKDQR8GKDvFHJ;700;counted;2025-12-16T10:18:22.997Z;1187430996633120;guest
7XehUxnzung0DmMofT5a;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-15T11:43:58.662Z;85118830938076;guest
7aoEIQ36JEkIsxAfvaih;votes-artistes;GEVWzgnMyTnavWjEa6pg;5000;counted;2025-12-27T11:18:33.542Z;2529650984826520;guest
7cGFAz4NfV8i1sOGg9AO;votes-artistes;noLuODpebT7EXpZWBRkH;100;pending;2025-12-15T08:43:21.473Z;;guest
7jMmNNraVW7UqmHIjSoc;votes-artistes;lrK8tSxZpQPYFTmIF7On;1000;counted;2025-12-25T18:47:52.040Z;9258979469683650;guest
7nkuLRDqnafzmB0GWbdN;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-17T15:21:55.892Z;2108089888375080;guest
7nodyyHV7G3loNENDQq4;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-16T06:00:10.251Z;;guest
7qVoHeSpdG4IeoSyUuVo;votes-artistes;TXBLgEfug2LJqx5MXWe4;22500;pending;2025-12-16T22:35:18.482Z;;guest
7qebbiq5udOT1WmqJHER;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-20T21:18:34.316Z;;guest
7t8e7FeDwr1c4p4ZsRak;votes-artistes;oucOMPgDKDQR8GKDvFHJ;300;counted;2025-12-18T15:55:52.332Z;706691611958073;guest
80icBYSJWaBkGrRhFW0O;votes-artistes;TXBLgEfug2LJqx5MXWe4;20000;counted;2025-12-28T22:45:45.430Z;8817795474463110;guest
82TB4CMYZ0AXHcFOSqxT;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-20T11:58:36.001Z;;guest
86slvYBTfTYKksqiydq9;votes-artistes;R3DRrtGPGfw8jsQxG4r8;100;pending;2025-12-15T19:55:03.971Z;;guest
87pp9HaGClG9je9KqT4X;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T18:24:52.204Z;;guest
88xYoGM0EPIJ44oCN9Fk;votes-artistes;TXBLgEfug2LJqx5MXWe4;10300;counted;2025-12-19T21:52:35.295Z;5916256198067670;guest
89lPlOqOSdGTvYCUHrSA;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;counted;2025-12-15T16:31:03.309Z;9748613070109160;guest
89zw1bhESKfVOIS5zOZY;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-19T19:17:45.293Z;7853917200382730;guest
8BvJ6qJ1A0LCQbrPFrZP;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-17T14:37:50.188Z;;guest
8FLVTaj0MsZLabIyqTpE;votes-artistes;GEVWzgnMyTnavWjEa6pg;2000;counted;2025-12-17T18:47:39.362Z;2891208550506300;guest
