intentId,contestId,candidateId,amount,status,createdAt
2xU1khoCJkjZNTJhHR1a,votes-artistes,TXBLgEfug2LJqx5MXWe4,500,pending,2025-12-15T09:36:16.068Z
2yokDMEgUC7MQD5aGN5P,votes-artistes,TXBLgEfug2LJqx5MXWe4,500,pending,2025-12-15T15:50:01.220Z
3NGFd1quICrKurrpxUVu,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T09:39:39.534Z
3UQgqCNy2L4wMwETiaGZ,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T20:35:13.520Z
3jFqGqHZz4z7dKW2lLni,votes-artistes,R3DRrtGPGfw8jsQxG4r8,100,pending,2025-12-15T15:01:40.740Z
3pLerCAe2Hvm1ntBLcDT,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T06:41:30.170Z
3veN0wbU7GohHfrJNLHT,votes-artistes,aUt5Vh29CsUcstBHEF8H,100,pending,2025-12-15T07:45:54.728Z
4a93aLseHMIuqtkNs9de,votes-artistes,RIAr7Uw1uo74gAhWWM9c,1000,pending,2025-12-15T09:46:34.256Z
4gQFCDrkX8S44WR2fVbD,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T10:48:21.705Z
4ktPldBJonvAtqpMmyU2,votes-artistes,RIAr7Uw1uo74gAhWWM9c,200,pending,2025-12-15T10:12:37.390Z
4n28iNqrG4zoWhxyBoCn,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T07:09:41.029Z
4z3ngwRoyZsvAB1UkjV0,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T08:30:51.041Z
555j3d4d4nh6KTCk3aXl,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T09:21:24.969Z
55ewCWgHE7Vu893fhOgd,votes-artistes,zNIM4k3VP04xbhamFPva,100,pending,2025-12-15T12:32:02.961Z
5m5rgsJzvif6LY6eBNqa,votes-artistes,RIAr7Uw1uo74gAhWWM9c,1000,pending,2025-12-15T22:07:11.491Z
5pQErxMFJ5UZlYkGjS8H,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T21:09:18.629Z
5xF0Ctn32JoFV1tKl8mT,votes-artistes,RIAr7Uw1uo74gAhWWM9c,200,pending,2025-12-16T13:37:23.202Z
64eUgYAeEkGlj9pqq4vY,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-16T09:15:05.045Z
68cRFTJk5kXk1PWUd4xn,votes-artistes,GEVWzgnMyTnavWjEa6pg,10000,pending,2025-12-15T16:33:34.014Z
6BMAlYcTA0bJG5bzZTfg,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T09:08:52.949Z
6T7DmrK2FQtj7PypDT9e,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T21:19:19.699Z
6n9skVbJcOhDgIo1LYcp,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T14:18:17.017Z
7CrDcnV4U2TRiTLosbTu,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T16:26:15.994Z
7Mf1aZVoEV29HuApa8PY,votes-artistes,RIAr7Uw1uo74gAhWWM9c,200,pending,2025-12-16T13:34:39.116Z
7cGFAz4NfV8i1sOGg9AO,votes-artistes,noLuODpebT7EXpZWBRkH,100,pending,2025-12-15T08:43:21.473Z
7nodyyHV7G3loNENDQq4,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-16T06:00:10.251Z
86slvYBTfTYKksqiydq9,votes-artistes,R3DRrtGPGfw8jsQxG4r8,100,pending,2025-12-15T19:55:03.971Z
87pp9HaGClG9je9KqT4X,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T18:24:52.204Z
8I2d5nXIZlvPN3FLk8xH,votes-artistes,RIAr7Uw1uo74gAhWWM9c,3800,pending,2025-12-15T17:39:34.095Z
8KlhlYpssxkURMEbxq2B,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T19:36:23.969Z
8bzVAb9dtLmxPJTaPxK8,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T08:58:57.867Z
8fS4AFpCdtKTSOuIptwz,votes-artistes,R3DRrtGPGfw8jsQxG4r8,2000,pending,2025-12-15T15:36:10.796Z
8jQEf9Y5jdVKfhKq0NB4,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T18:05:57.487Z
8kLh2tjKeLM3ixs0RpxI,votes-artistes,lrK8tSxZpQPYFTmIF7On,100,pending,2025-12-16T14:24:00.558Z
8phK8eibBSlWv4EWAJzp,votes-artistes,6AkulXNEKwaJVwByJl7t,300,pending,2025-12-16T12:54:38.105Z
8wwRn1IXwHFuWYUqBxJS,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-16T09:37:09.399Z
9E30k6BS12wnzjQvFeuM,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T15:36:54.620Z
9QyNDJR7s2LQ4dvdr8Z0,votes-artistes,ANLYRIZ6gRU8LgLSyaRq,5100,pending,2025-12-15T09:32:21.539Z
9ZqQs0EmFwzu9LLh3Yib,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T09:35:28.000Z
9kweaO2sCSUKv5UTyoll,votes-artistes,RIAr7Uw1uo74gAhWWM9c,200,pending,2025-12-16T13:32:58.411Z
9m5hTPUkjxF39RkJFUHg,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T08:15:19.876Z
9mH2WNSmsR21DWUTvYIX,votes-artistes,8ELIXFDTdljYr37syNyv,100,pending,2025-12-15T13:11:00.745Z
9qnAezuzl7u4N4MVeztT,votes-artistes,noLuODpebT7EXpZWBRkH,2500,pending,2025-12-15T15:07:01.072Z
9qsTlhKNpzrYT2Wfo7mh,votes-artistes,zNIM4k3VP04xbhamFPva,100,pending,2025-12-15T06:19:34.334Z
A0ChB17xRRUOUMBpM5BV,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T22:54:00.973Z
AENwAKCJAj2PW3JUu8fd,votes-artistes,noLuODpebT7EXpZWBRkH,1000,pending,2025-12-15T20:46:10.275Z
AiZqdhdQ13MdhxxdmzZn,votes-artistes,81cTWJpXQxqb1LcEQ9Nd,100,pending,2025-12-15T12:58:56.651Z
B6GZhFFk0UUyYQn6GeWe,votes-artistes,R3DRrtGPGfw8jsQxG4r8,100,pending,2025-12-15T08:33:25.954Z
BIhzpyNB4vQAmPR6PC7l,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T21:38:09.606Z
BNDFmtSaRr3qlnQG5Gw9,votes-artistes,lrK8tSxZpQPYFTmIF7On,15000,pending,2025-12-16T11:09:25.927Z
C0fkKBlGxcBhSwJBhRr4,votes-artistes,TXBLgEfug2LJqx5MXWe4,600,pending,2025-12-16T05:43:22.876Z
C5NrEJojRtVtIGsd6STO,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T21:07:35.379Z
CFdiaA2PiNKKVfpdcJvI,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T21:14:10.721Z
CMdP8q7UgoioxCUGnbLu,votes-artistes,GEVWzgnMyTnavWjEa6pg,1000,pending,2025-12-15T12:46:09.651Z
CMfyZlStn7FujsrA6NNi,votes-artistes,81cTWJpXQxqb1LcEQ9Nd,100,pending,2025-12-16T08:43:00.747Z
CQSEkU3vTfsPh4vnxeJ3,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T20:52:39.397Z
CWm0zjd4zYqZC5twiqqG,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T09:10:14.882Z
CeNMxQsMJVdI9U7ts5pN,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T10:57:31.609Z
D0DNuPy6vRBI6wFyvAKz,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T10:40:50.843Z
D9aKJpP6lYgG8hdcTVol,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-16T08:29:59.915Z
DCHCZo2oQUyxN8IgRdNt,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T11:17:02.734Z
DYtdt6kj8mAL2IACCpsu,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T09:08:27.826Z
DdCGoLjUluOyr2KAp8FF,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T22:24:31.110Z
DnUYMYUd2QeUsSw440Fd,votes-artistes,R3DRrtGPGfw8jsQxG4r8,10000,pending,2025-12-15T19:00:30.896Z
DrwVDpcCQUWQrLvZIX2r,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T09:45:02.161Z
DwS7ha3G3k9yLPVE9Z2l,votes-artistes,aUt5Vh29CsUcstBHEF8H,100,pending,2025-12-15T18:20:11.811Z
DzAZZ9KpcvvBlqHbPwPP,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T22:09:24.244Z
EMeuB86nHF5Eg0kaIHXw,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-16T07:55:47.486Z
EP8B63gghUVxgSXOxEmR,votes-artistes,GEVWzgnMyTnavWjEa6pg,1000,pending,2025-12-16T03:48:24.231Z
EojClbAaIteNKt0xHp4F,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-16T14:35:18.677Z
FC2R6XOR7D4IsrtC6tAB,votes-artistes,81cTWJpXQxqb1LcEQ9Nd,100,pending,2025-12-16T07:50:42.327Z
FJQBswPJxS5mkghaM72X,votes-artistes,RIAr7Uw1uo74gAhWWM9c,5200,pending,2025-12-15T10:40:27.243Z
FQCzoNPDMHXw7n8feFY6,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T08:01:38.094Z
FXr3lN92k3rhvvBK0Xdf,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-16T07:31:44.903Z
Fb5KDoBPvsU72nT6LMJc,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T19:13:02.502Z
FcVrGF2KQPbFtQ7qFy7E,votes-artistes,8dxIvMVLsBZNKKBQiNFE,100,pending,2025-12-16T07:36:12.402Z
FchSP5ZYRjOFJotxHs9P,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T15:30:27.691Z
Fhlq6jEssa6uJIcqL8W5,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T10:25:14.525Z
FvdAbHapbO62pRU9c2bX,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T09:00:11.043Z
G7UlSPCuccRAMJYIItkm,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T20:10:22.759Z
GEbF6ouhQ0GY89RsEn3b,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T14:14:34.047Z
GInyQ9b8B7BuY0Kl8jpI,votes-artistes,81cTWJpXQxqb1LcEQ9Nd,100,pending,2025-12-16T09:12:17.557Z
GNO9n1eFWxOrMB5ElEXS,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-16T12:43:27.489Z
GYcK65OWhowTE8rTcb7l,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T22:01:33.300Z
GgPnqqz4HPl9RYkdfi1R,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T20:55:35.553Z
GlAE1Bi3Irhd4xU1QI56,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-16T09:52:40.036Z
H8vA4sabv5dbq74nRXl4,votes-artistes,6jJ1pd8NA2meRhVWW12M,500,pending,2025-12-15T09:37:37.387Z
HR9gT3IfjzjlnJAyjqPT,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T20:06:33.510Z
HSOpV0ejUDnz7Yr5yC12,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T08:54:39.241Z
HVaucU2hCY9tc3zMQNul,votes-artistes,8dxIvMVLsBZNKKBQiNFE,100,pending,2025-12-15T19:37:55.049Z
HrtY7uq1FMgWlorUmtmE,votes-artistes,TXBLgEfug2LJqx5MXWe4,5000,pending,2025-12-15T15:08:38.469Z
I0qHML9mki1wx3oTEEYs,votes-artistes,ANLYRIZ6gRU8LgLSyaRq,100,pending,2025-12-15T14:29:09.429Z
I4LQEaqNwImcTmCFRMyf,votes-artistes,GEVWzgnMyTnavWjEa6pg,700,pending,2025-12-15T10:43:59.244Z
I5QDcGZfc1nKjYje0Er5,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T14:13:06.466Z
I8JectGn9SKNkF8vDApg,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T11:36:19.042Z
I8QpwcZKXGgeU3jOwXlQ,votes-artistes,GEVWzgnMyTnavWjEa6pg,1200,pending,2025-12-15T10:42:56.331Z
IE9n5uqNGTyEtrXnJkTH,votes-artistes,8ELIXFDTdljYr37syNyv,400,pending,2025-12-15T19:52:33.636Z
IVC93B34Ij7BrR0cTR9y,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T23:10:35.787Z
ImH81YG3sS5QkOhEZ9FU,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T17:44:29.366Z
Iym07AgRqQJLSJy92wS2,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T18:51:52.527Z
IztaJ816F8BjMhasHPIN,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T16:33:03.192Z
JF1u3E8CAknrOD8x4qsz,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T09:55:17.582Z
JLCer12MMad0JjdFccQH,votes-artistes,GEVWzgnMyTnavWjEa6pg,1000,pending,2025-12-15T18:10:53.157Z
JxX4qAgOlhMpB3qOFUoU,votes-artistes,R3DRrtGPGfw8jsQxG4r8,2100,pending,2025-12-15T15:33:40.731Z
K0eeGyItlfzjiWURngP0,votes-artistes,GEVWzgnMyTnavWjEa6pg,1000,pending,2025-12-15T16:36:34.817Z
KAcWipTC7Gg6Ef6C3rEn,votes-artistes,8ELIXFDTdljYr37syNyv,100,pending,2025-12-15T14:50:40.759Z
KKlo2ChOmKlAxnDeNs4d,votes-artistes,lrK8tSxZpQPYFTmIF7On,400,pending,2025-12-16T12:53:09.505Z
KjSuJYozgOm5RL6o05Om,votes-artistes,81cTWJpXQxqb1LcEQ9Nd,100,pending,2025-12-16T08:12:31.143Z
KttylDUzquROdlVH77sf,votes-artistes,oucOMPgDKDQR8GKDvFHJ,300,pending,2025-12-15T15:41:53.507Z
L77PQQ6tubdyhLGOIHoV,votes-artistes,RIAr7Uw1uo74gAhWWM9c,900,pending,2025-12-15T18:41:00.933Z
LA8L2eB0xVBTKOwxF02E,votes-artistes,R3DRrtGPGfw8jsQxG4r8,100,pending,2025-12-15T18:58:34.874Z
LP3KuPO5mvSpb71AtngQ,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T15:29:16.637Z
LPluhDNO1NdUivj3xOLP,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T07:14:19.777Z
LTyUvRnRqdbXRv7KHsdK,votes-artistes,R3DRrtGPGfw8jsQxG4r8,1000,pending,2025-12-15T11:03:31.709Z
M1Eb7lHyx3c2BIAA8td2,votes-artistes,GEVWzgnMyTnavWjEa6pg,1000,pending,2025-12-16T12:48:42.034Z
M9T5W5vn0AXWra2OxEEI,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T09:22:21.369Z
MBey3WL3D8aaBrYDFkH7,votes-artistes,ANLYRIZ6gRU8LgLSyaRq,100,pending,2025-12-15T07:01:26.099Z
MBgkoyb5JonAIjRkO3Ye,votes-artistes,GEVWzgnMyTnavWjEa6pg,500,pending,2025-12-15T22:16:46.351Z
MPbA28xyZJNxN5sIi1qq,votes-artistes,TXBLgEfug2LJqx5MXWe4,500,pending,2025-12-15T10:58:57.758Z
MozvESeEwV7bvP54EkUl,votes-artistes,81cTWJpXQxqb1LcEQ9Nd,500,pending,2025-12-16T08:34:38.496Z
NHlwUXtxHWPheqCTiMTy,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-16T07:19:45.860Z
NPW2abPsEDJPz962s9vO,votes-artistes,6jJ1pd8NA2meRhVWW12M,2000,pending,2025-12-15T09:00:34.158Z
NPg6eefy0E4k1TvCVfur,votes-artistes,RIAr7Uw1uo74gAhWWM9c,200,pending,2025-12-16T10:32:11.551Z
NVCF3mZzHYEO0bd8Ev0z,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T14:06:29.888Z
NlNaJsWGRA1DYQTjxQY6,votes-artistes,TXBLgEfug2LJqx5MXWe4,5000,pending,2025-12-16T10:31:42.006Z
NmKvUv0FsZ1OLzvtfWI1,votes-artistes,GEVWzgnMyTnavWjEa6pg,5000,pending,2025-12-15T11:38:16.419Z
NoIXZnPhYGKxW5a40Rqk,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-16T08:02:50.236Z
Nyheyvz8hwWkULY6TFEs,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T20:15:56.971Z
Nz0dYPcK7wSqFiO9rMUB,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T16:16:14.235Z
Nzuz3RcWHewxrgZbsgSK,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T10:19:45.884Z
OVOaguNo0avkH6LPDTwx,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T07:00:54.133Z
OhNCzzrgOA4qhJdigcx8,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T20:47:01.147Z
Ojm44GwUbH0RqNqXCr4Y,votes-artistes,TXBLgEfug2LJqx5MXWe4,1000,pending,2025-12-15T21:14:51.386Z
Ojxukirm8XqWWgy10tyj,votes-artistes,81cTWJpXQxqb1LcEQ9Nd,100,pending,2025-12-16T12:32:05.016Z
Oo8oQCcFk8qcxkopN0Z8,votes-artistes,lrK8tSxZpQPYFTmIF7On,100,pending,2025-12-16T12:04:37.087Z
P7vbROHB6axSAq5WOHc7,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T17:11:46.303Z
PDGfC2gGV1KdQnF9Wggh,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-16T09:25:32.777Z
PKRGsxdOziznx0iDPLzB,votes-artistes,RIAr7Uw1uo74gAhWWM9c,200,pending,2025-12-16T13:36:28.493Z
PRJclV5DU55u94YeJoHO,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T22:14:49.308Z
PWrVIClPRrpGTvJB06ck,votes-artistes,lrK8tSxZpQPYFTmIF7On,100,pending,2025-12-16T13:11:01.531Z
Pd3MbFVdeaJ7aIEHcr9S,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T08:13:58.742Z
Pif1GMi5AaVh3e01lwWf,votes-artistes,8dxIvMVLsBZNKKBQiNFE,1000,pending,2025-12-15T19:05:16.444Z
Q4dP0BIklRPfwEp4EIdw,votes-artistes,TXBLgEfug2LJqx5MXWe4,3000,pending,2025-12-15T15:07:57.620Z
QLPdNDGqml5snAza6qfj,votes-artistes,GEVWzgnMyTnavWjEa6pg,500,pending,2025-12-15T11:28:24.129Z
QmZOqMvGPhwjUleH6WVv,votes-artistes,R3DRrtGPGfw8jsQxG4r8,2000,pending,2025-12-15T15:38:13.451Z
QwIOW87YaFZdQZErUmWV,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T09:24:05.817Z
ROTUcOveZEIebHcD6rMF,votes-artistes,ANLYRIZ6gRU8LgLSyaRq,100,pending,2025-12-15T06:47:31.489Z
Rj7mgckbbkmsEYlnIMgr,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T18:05:47.333Z
RjFmVzXYiHpPyzNJRk3p,votes-artistes,oucOMPgDKDQR8GKDvFHJ,300,pending,2025-12-15T13:21:16.811Z
RnQto6WJdrOWsRhhbmGs,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T22:46:12.141Z
S46YkpePhkOsCydDlmBP,votes-artistes,GEVWzgnMyTnavWjEa6pg,500,pending,2025-12-15T12:45:44.999Z
S6GqaHeOrEavwJ5SUA29,votes-artistes,R3DRrtGPGfw8jsQxG4r8,100,pending,2025-12-15T13:36:18.574Z
SC0lyXbd6ptpUDUdhaik,votes-artistes,TXBLgEfug2LJqx5MXWe4,4300,pending,2025-12-15T07:39:14.699Z
SOGPgbs5qLslywf345bT,votes-artistes,RIAr7Uw1uo74gAhWWM9c,100,pending,2025-12-15T11:33:12.553Z
SbtKDrjTkDsMG2ZUsjZ0,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T08:22:49.815Z
ScJ9nuVHZg5Qix8HSEyX,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T16:16:36.623Z
SkVGCqY0BrmIlZ9MqPKf,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T11:16:06.732Z
Sqfuy8QivZoH28NtxX0q,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T07:43:14.830Z
Sr9dzKycomXMunywNKV1,votes-artistes,GEVWzgnMyTnavWjEa6pg,500,pending,2025-12-15T08:25:00.491Z
StviCGSIcFFsxvEsLmV1,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T16:54:04.073Z
T7dxvdd5YtU292SY8iCc,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T16:46:13.489Z
T9RgPBUBb92xJWov5K2w,votes-artistes,GEVWzgnMyTnavWjEa6pg,1000,pending,2025-12-15T03:07:12.299Z
TCboN3IWW7nQtjgGrBNS,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T10:23:45.544Z
TplsVKkJ5ftzBMtJPxqn,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T09:04:59.744Z
U8QlWP91zJoKS1z3oT8e,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T21:32:12.267Z
UhXDMthlqybpWELhA2Ql,votes-artistes,TXBLgEfug2LJqx5MXWe4,100,pending,2025-12-15T14:14:12.274Z
UpMzeysI0Kc9E9WAzrr2,votes-artistes,R3DRrtGPGfw8jsQxG4r8,5000,pending,2025-12-15T15:51:29.078Z
UtorQiIaClNijcQD0nrO,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T17:00:55.266Z
V4ECmCzwdlPkzHUEmi5n,votes-artistes,ANLYRIZ6gRU8LgLSyaRq,100,pending,2025-12-15T07:02:43.717Z
VagNGolUtDApx15mcLhw,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T18:42:16.497Z
VhH40D2AGhRQvzH5h4j5,votes-artistes,oucOMPgDKDQR8GKDvFHJ,700,pending,2025-12-16T10:17:43.356Z
W57Yax0UDmMpgA3miE7D,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T20:02:57.970Z
W92ur1JtlBEO9TEQDCLg,votes-artistes,R3DRrtGPGfw8jsQxG4r8,100,pending,2025-12-15T06:37:55.442Z
WGW90aXhOb5FsZrKBKdG,votes-artistes,TXBLgEfug2LJqx5MXWe4,500,pending,2025-12-15T07:45:53.059Z
WMlXDSZ5BMdH8DpsZN03,votes-artistes,RIAr7Uw1uo74gAhWWM9c,1000,pending,2025-12-16T06:27:06.625Z
WNIFGr6UUUiFeigfYqYX,votes-artistes,oucOMPgDKDQR8GKDvFHJ,200,pending,2025-12-15T11:37:44.238Z
WnaLTlfYgnAp9MDZpQAx,votes-artistes,GEVWzgnMyTnavWjEa6pg,100,pending,2025-12-15T16:17:17.570Z
XgvN0y16gm8zUa0wweNI,votes-artistes,RIAr7Uw1uo74gAhWWM9c,200,pending,2025-12-15T12:21:12.251Z
Xr5DzS9mCfC1o2uEEYWq,votes-artistes,R3DRrtGPGfw8jsQxG4r8,2000,pending,2025-12-15T14:15:09.108Z
Xraohte7zSxd07fSPS4n,votes-artistes,TXBLgEfug2LJqx5MXWe4,1000,pending,2025-12-16T10:05:51.458Z
Y2GFIxVzKEuG8IDTbwZm,votes-artistes,oucOMPgDKDQR8GKDvFHJ,100,pending,2025-12-15T09:29:52.061Z
Y3jLe4WI4bVD6ITeCRmD,votes-artistes,R3DRrtGPGfw8jsQxG4r8,100,pending,2025-12-15T15:46:35.899Z
